"NAME","C24010_005E","C24010_006E","C24010_007E","C24010_012E","C24010_013E","C24010_014E","C24010_015E","C24010_016E","C24010_020E","C24010_022E","C24010_023E","C24010_024E","C24010_025E","C24010_026E","C24010_028E","C24010_029E","C24010_030E","C24010_034E","C24010_041E","C24010_042E","C24010_043E","C24010_048E","C24010_049E","C24010_050E","C24010_051E","C24010_052E","C24010_056E","C24010_058E","C24010_059E","C24010_060E","C24010_061E","C24010_062E","C24010_064E","C24010_065E","C24010_066E","C24010_070E","B03002_003E","B03002_004E","B03002_006E","B03002_002E","B03002_012E","state","county","tract","block group"
"Block Group 5, Census Tract 4051, Alameda County, California",37,50,28,0,15,24,0,6,0,15,0,11,0,0,69,21,0,13,36,26,9,0,23,66,29,0,0,0,0,0,0,0,10,47,0,0,588,211,115,1015,20,"06","001","405100","5"
"Block Group 1, Census Tract 4051, Alameda County, California",85,23,30,0,50,8,25,28,0,0,0,0,0,0,19,0,0,0,67,19,8,0,49,24,18,20,0,0,0,0,0,12,9,6,0,0,745,20,49,837,37,"06","001","405100","1"
"Block Group 2, Census Tract 4051, Alameda County, California",34,15,17,0,18,9,9,13,0,0,0,0,0,22,0,0,0,0,33,9,20,0,9,9,5,18,0,0,0,0,0,31,0,0,11,0,425,141,13,623,12,"06","001","405100","2"
"Block Group 2, Census Tract 4057, Alameda County, California",0,25,10,0,0,0,0,0,0,0,0,12,130,24,6,49,55,104,12,0,6,0,0,6,0,9,15,0,0,0,69,43,47,4,0,0,64,140,544,777,422,"06","001","405700","2"
"Block Group 1, Census Tract 4057, Alameda County, California",20,11,14,0,0,28,7,16,7,11,0,18,8,0,6,21,29,88,24,13,6,77,0,23,0,0,28,21,0,0,11,78,8,118,0,0,260,866,286,1508,99,"06","001","405700","1"
"Block Group 3, Census Tract 4057, Alameda County, California",9,0,8,0,8,0,18,9,12,9,0,47,0,0,38,8,42,39,8,0,19,28,8,8,0,30,9,0,0,16,0,15,18,40,0,8,158,223,349,797,157,"06","001","405700","3"
"Block Group 2, Census Tract 4058, Alameda County, California",0,0,0,0,0,0,18,0,0,16,0,11,22,38,36,65,36,70,11,25,0,20,0,21,8,10,37,0,0,32,0,36,41,79,0,18,205,303,686,1194,160,"06","001","405800","2"
"Block Group 4, Census Tract 4058, Alameda County, California",10,0,16,0,0,0,0,0,0,18,0,35,7,0,5,7,0,75,14,0,0,24,0,0,0,19,0,0,0,16,7,8,32,4,0,32,86,78,493,696,102,"06","001","405800","4"
"Block Group 1, Census Tract 4058, Alameda County, California",11,0,21,0,0,0,9,0,0,23,0,41,57,26,28,26,47,23,14,25,9,9,0,18,30,0,7,0,0,0,58,72,0,37,0,8,104,158,389,658,473,"06","001","405800","1"
"Block Group 3, Census Tract 4058, Alameda County, California",0,0,9,11,0,0,27,0,0,27,0,0,0,20,19,8,61,134,9,37,0,0,0,0,27,0,0,0,0,0,0,77,25,43,0,6,189,502,350,1095,94,"06","001","405800","3"
"Block Group 1, Census Tract 4069, Alameda County, California",47,10,9,0,0,0,0,4,0,0,0,0,0,0,27,12,14,0,11,34,9,13,8,26,9,5,0,0,0,0,0,7,0,8,0,0,306,0,79,397,102,"06","001","406900","1"
"Block Group 2, Census Tract 4069, Alameda County, California",84,25,47,8,28,9,51,0,21,0,0,25,0,0,28,18,43,18,56,23,0,19,7,33,0,42,0,0,0,24,0,9,20,84,13,0,650,39,340,1136,191,"06","001","406900","2"
"Block Group 3, Census Tract 4069, Alameda County, California",0,15,59,1,0,7,28,0,0,17,0,10,22,14,21,16,73,175,30,54,25,0,0,83,7,63,47,0,0,9,0,96,98,140,0,40,417,507,463,1732,383,"06","001","406900","3"
"Block Group 1, Census Tract 4366.02, Alameda County, California",29,26,51,0,0,0,0,0,70,0,0,9,105,20,12,107,197,325,90,92,18,0,0,38,0,7,112,0,0,63,42,43,76,231,0,77,236,856,580,1873,1730,"06","001","436602","1"
"Block Group 2, Census Tract 4366.02, Alameda County, California",11,27,0,0,0,42,0,19,0,11,0,54,23,0,8,15,51,105,0,20,9,0,0,22,4,19,31,0,0,11,0,8,28,67,21,34,232,138,490,996,485,"06","001","436602","2"
"Block Group 3, Census Tract 4333, Alameda County, California",40,0,17,0,0,54,0,0,0,23,0,31,0,84,71,83,0,47,28,16,0,0,0,19,0,0,0,0,0,23,0,29,65,147,0,75,364,60,892,1359,425,"06","001","433300","3"
"Block Group 5, Census Tract 4333, Alameda County, California",70,0,26,0,0,0,19,0,0,0,0,27,0,0,155,44,168,80,29,19,0,0,0,19,0,58,28,0,0,0,15,26,105,80,0,63,537,0,639,1176,577,"06","001","433300","5"
"Block Group 4, Census Tract 4333, Alameda County, California",57,25,0,0,0,0,0,113,0,29,0,0,0,16,77,31,41,81,27,0,0,25,0,21,0,35,67,0,0,0,0,77,0,217,0,28,267,416,784,1514,536,"06","001","433300","4"
"Block Group 2, Census Tract 4333, Alameda County, California",65,0,28,0,0,0,0,0,0,0,0,0,25,0,0,17,22,64,0,24,28,0,0,0,0,37,0,0,0,0,22,0,21,39,0,0,179,2,440,661,61,"06","001","433300","2"
"Block Group 1, Census Tract 4333, Alameda County, California",18,18,0,26,0,0,17,0,0,18,0,20,0,0,17,31,129,41,32,0,23,0,0,19,0,0,44,0,0,18,0,79,12,35,0,72,489,0,654,1194,338,"06","001","433300","1"
"Block Group 1, Census Tract 4353, Alameda County, California",41,15,73,15,0,12,0,0,0,34,0,16,53,22,22,23,14,8,42,33,14,25,0,0,23,28,0,0,0,88,7,91,0,33,0,48,462,156,251,1024,437,"06","001","435300","1"
"Block Group 2, Census Tract 4353, Alameda County, California",13,0,58,38,0,11,17,0,6,0,27,6,53,47,18,95,122,180,39,67,12,8,7,37,0,30,42,0,6,9,40,51,15,72,0,5,524,413,181,1237,784,"06","001","435300","2"
"Block Group 3, Census Tract 4353, Alameda County, California",19,6,26,18,0,44,6,15,7,21,0,8,6,8,67,27,42,24,18,14,10,41,0,52,0,6,37,6,13,9,0,8,55,29,0,18,262,522,220,1060,86,"06","001","435300","3"
"Block Group 4, Census Tract 4363, Alameda County, California",152,34,184,0,41,0,0,15,0,0,0,0,0,5,89,30,54,98,33,80,40,0,0,0,0,19,36,0,16,20,0,0,70,164,0,30,410,262,892,1721,381,"06","001","436300","4"
"Block Group 1, Census Tract 4363, Alameda County, California",0,14,0,0,0,0,2,23,11,0,0,0,116,0,30,67,93,167,49,48,0,0,0,0,0,12,42,0,0,0,15,25,56,169,0,10,155,354,370,879,1294,"06","001","436300","1"
"Block Group 2, Census Tract 4363, Alameda County, California",74,61,98,0,15,0,31,0,0,0,0,11,0,17,51,14,234,68,85,18,20,0,0,0,0,34,39,0,0,162,10,32,42,51,43,41,475,312,460,1279,1049,"06","001","436300","2"
"Block Group 3, Census Tract 4363, Alameda County, California",45,20,0,0,0,7,0,0,0,0,0,24,58,0,7,69,0,212,29,0,0,0,0,0,0,0,28,0,17,48,88,0,38,142,0,38,129,17,387,610,1178,"06","001","436300","3"
"Block Group 3, Census Tract 4373, Alameda County, California",48,11,26,11,0,0,7,11,0,0,0,0,0,0,5,25,4,56,0,13,5,0,6,0,0,20,29,0,0,6,0,27,20,76,0,4,122,87,202,476,293,"06","001","437300","3"
"Block Group 1, Census Tract 4373, Alameda County, California",0,0,17,2,6,0,0,0,0,41,6,0,8,9,29,5,32,90,10,0,0,20,0,0,0,0,0,0,0,5,15,12,25,31,0,12,140,33,160,452,317,"06","001","437300","1"
"Block Group 2, Census Tract 4373, Alameda County, California",5,37,50,0,0,25,22,4,7,0,0,23,29,8,31,34,76,101,19,10,5,17,0,17,0,14,47,0,0,58,5,41,47,58,4,33,204,242,552,1184,507,"06","001","437300","2"
"Block Group 1, Census Tract 4375, Alameda County, California",0,0,8,0,10,0,8,0,0,0,0,43,50,0,28,45,182,72,23,7,0,0,0,17,0,21,17,0,0,39,36,25,70,48,8,47,120,40,235,448,1711,"06","001","437500","1"
"Block Group 2, Census Tract 4375, Alameda County, California",24,0,51,13,0,0,0,6,0,0,0,75,31,12,54,52,128,183,24,20,18,0,8,26,19,7,39,0,0,60,45,39,67,104,0,38,419,163,459,1069,1344,"06","001","437500","2"
"Block Group 1, Census Tract 4378, Alameda County, California",67,69,133,0,22,27,13,9,12,13,0,32,34,0,140,176,141,112,31,0,0,20,13,45,18,164,86,0,0,79,103,71,103,310,0,19,675,415,1354,2788,923,"06","001","437800","1"
"Block Group 2, Census Tract 4378, Alameda County, California",13,0,12,14,0,0,0,6,0,0,0,9,25,0,33,32,75,161,19,0,5,0,0,6,0,26,2,0,0,52,11,0,5,33,0,18,105,63,175,368,625,"06","001","437800","2"
"Block Group 4, Census Tract 4381, Alameda County, California",46,0,89,0,19,0,0,0,0,0,0,18,0,0,14,30,100,112,27,32,0,0,0,0,0,17,12,0,0,9,0,31,0,33,0,0,213,187,305,743,328,"06","001","438100","4"
"Block Group 6, Census Tract 4381, Alameda County, California",28,0,0,0,0,0,35,0,0,0,0,23,13,0,79,86,122,36,37,18,0,22,0,0,0,27,0,0,0,0,41,0,62,63,0,26,231,0,110,444,945,"06","001","438100","6"
"Block Group 1, Census Tract 4381, Alameda County, California",35,44,90,0,0,0,0,92,0,49,0,32,49,38,93,53,21,69,129,0,0,0,0,16,0,35,0,0,0,0,0,0,101,214,0,0,196,420,1091,1798,311,"06","001","438100","1"
"Block Group 2, Census Tract 4381, Alameda County, California",0,0,47,0,0,0,0,0,0,0,0,0,0,17,0,38,29,161,18,35,25,0,0,10,0,0,21,0,0,0,0,0,0,17,0,18,220,0,436,754,159,"06","001","438100","2"
"Block Group 5, Census Tract 4381, Alameda County, California",14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,44,134,14,0,11,4,0,0,16,14,120,0,0,11,0,0,110,15,0,0,272,61,153,582,679,"06","001","438100","5"
"Block Group 3, Census Tract 4381, Alameda County, California",9,0,56,0,0,0,0,13,0,0,0,17,0,0,15,0,0,37,0,26,0,0,0,0,0,0,0,0,0,0,0,34,0,58,0,0,152,48,251,451,297,"06","001","438100","3"
"Block Group 1, Census Tract 4287, Alameda County, California",71,63,89,0,30,30,31,28,12,0,0,54,0,0,85,23,12,103,86,26,26,4,5,46,0,34,32,12,9,61,0,54,83,160,33,29,966,300,1550,2935,271,"06","001","428700","1"
"Block Group 2, Census Tract 4287, Alameda County, California",9,0,68,38,0,0,0,0,25,52,0,23,0,0,47,5,28,32,39,0,7,0,0,22,0,0,0,0,0,5,9,20,24,36,0,0,497,336,58,972,264,"06","001","428700","2"
"Block Group 1, Census Tract 4301.01, Alameda County, California",50,35,15,0,0,0,0,0,0,8,0,0,16,16,26,15,0,89,58,90,59,0,0,0,17,21,0,0,0,39,0,0,0,49,0,0,391,24,824,1295,55,"06","001","430101","1"
"Block Group 2, Census Tract 4301.01, Alameda County, California",76,76,62,16,17,39,0,19,0,19,0,0,0,0,27,61,35,80,112,90,66,31,14,0,58,40,0,0,0,0,0,0,88,58,0,18,840,19,1054,1934,103,"06","001","430101","2"
"Block Group 3, Census Tract 4301.01, Alameda County, California",140,136,94,0,0,0,24,13,0,13,0,32,0,37,72,181,85,265,115,41,35,12,0,92,0,81,0,0,0,0,12,96,36,35,0,0,983,351,1558,3260,252,"06","001","430101","3"
"Block Group 1, Census Tract 4301.02, Alameda County, California",127,40,69,13,9,38,0,29,0,23,14,17,36,26,63,9,83,50,54,75,24,11,0,41,5,69,11,0,0,27,0,5,34,114,0,7,1380,72,517,2169,258,"06","001","430102","1"
"Block Group 1, Census Tract 4325.01, Alameda County, California",0,7,0,0,0,6,0,13,10,0,0,8,24,60,88,49,24,81,0,14,0,7,0,0,0,18,11,0,0,24,33,10,45,93,5,0,149,198,546,916,579,"06","001","432501","1"
"Block Group 2, Census Tract 4325.01, Alameda County, California",10,0,0,0,0,0,38,0,0,8,0,13,13,0,0,22,23,30,0,9,0,0,0,10,0,0,7,13,0,10,16,53,20,17,13,11,233,13,160,413,376,"06","001","432501","2"
"Block Group 3, Census Tract 4325.01, Alameda County, California",64,0,10,0,0,11,29,0,43,0,0,44,20,9,57,64,165,150,33,24,9,11,0,27,0,31,75,0,0,96,16,41,93,116,0,70,495,147,973,1711,742,"06","001","432501","3"
"Block Group 1, Census Tract 4325.02, Alameda County, California",48,0,79,0,0,8,5,10,0,18,0,19,0,41,49,30,111,173,0,8,0,14,0,70,6,52,25,0,0,77,46,55,81,143,0,44,265,295,1312,1986,541,"06","001","432502","1"
"Block Group 2, Census Tract 4325.02, Alameda County, California",43,15,28,3,0,0,0,0,6,0,0,29,0,12,0,19,69,26,16,0,0,20,8,0,0,16,0,0,0,51,0,17,18,18,23,14,287,72,266,690,387,"06","001","432502","2"
"Block Group 3, Census Tract 4325.02, Alameda County, California",0,0,8,0,0,0,7,15,33,0,0,31,26,0,26,40,9,167,23,18,0,35,40,16,0,18,0,0,0,51,15,9,94,41,0,8,128,245,374,817,688,"06","001","432502","3"
"Block Group 1, Census Tract 4331.03, Alameda County, California",51,0,22,22,16,31,16,0,15,12,9,43,41,0,15,121,187,146,48,10,0,7,0,64,37,22,68,0,0,56,45,24,168,213,20,25,266,718,745,1826,885,"06","001","433103","1"
"Block Group 2, Census Tract 4331.03, Alameda County, California",0,41,10,10,0,0,0,6,0,0,0,32,8,0,13,0,50,104,9,11,0,0,7,45,0,47,29,0,0,46,0,50,34,53,0,11,152,387,128,743,351,"06","001","433103","2"
"Block Group 1, Census Tract 4331.04, Alameda County, California",0,8,17,0,0,0,9,12,11,11,0,9,0,0,0,52,70,21,0,0,0,95,0,24,0,24,11,0,0,12,0,0,0,82,0,54,268,239,80,644,279,"06","001","433104","1"
"Block Group 2, Census Tract 4331.04, Alameda County, California",24,0,25,0,0,7,0,0,0,0,0,0,0,43,32,21,22,0,0,7,0,0,0,10,0,0,10,0,0,0,0,19,0,18,0,0,132,90,173,428,231,"06","001","433104","2"
"Block Group 3, Census Tract 4331.04, Alameda County, California",140,0,40,13,0,0,0,0,9,9,0,42,16,0,118,73,56,81,50,34,0,12,17,25,14,52,10,0,0,88,33,31,58,198,17,10,809,264,295,1598,659,"06","001","433104","3"
"Block Group 1, Census Tract 4351.03, Alameda County, California",158,106,233,13,9,18,0,55,0,0,39,14,0,0,33,53,43,15,309,104,54,12,32,136,11,75,0,0,0,0,0,14,145,120,8,0,1181,633,968,2998,342,"06","001","435103","1"
"Block Group 2, Census Tract 4351.03, Alameda County, California",187,92,101,34,10,22,0,37,0,0,0,19,0,0,147,99,40,51,66,104,134,0,20,29,39,68,0,0,0,48,0,40,52,173,0,0,900,120,1501,2716,237,"06","001","435103","2"
"Block Group 3, Census Tract 4351.03, Alameda County, California",53,0,37,0,0,0,0,0,0,0,0,0,0,0,27,28,0,40,75,0,23,0,21,0,0,0,0,0,0,0,0,0,0,0,0,51,94,28,408,564,65,"06","001","435103","3"
"Block Group 2, Census Tract 4351.04, Alameda County, California",37,39,98,0,0,44,0,41,0,47,0,66,55,12,30,104,78,151,41,9,9,0,0,53,0,54,16,13,0,141,102,54,59,121,0,16,252,497,582,1548,1703,"06","001","435104","2"
"Block Group 3, Census Tract 4351.04, Alameda County, California",44,0,10,0,0,0,11,0,0,41,0,0,68,5,0,86,26,25,28,14,0,0,0,0,0,60,12,0,0,10,0,17,13,30,0,11,144,98,156,599,221,"06","001","435104","3"
"Block Group 1, Census Tract 4351.04, Alameda County, California",58,38,61,0,0,11,0,20,0,30,0,26,0,12,38,45,46,86,54,154,17,0,0,6,19,49,0,0,0,18,0,39,71,129,0,33,389,204,667,1458,353,"06","001","435104","1"
"Block Group 1, Census Tract 4356.01, Alameda County, California",32,25,30,0,26,0,26,19,0,37,35,0,100,14,59,51,171,370,53,33,41,12,0,22,16,10,9,0,0,38,11,20,95,151,100,72,300,337,291,985,2383,"06","001","435601","1"
"Block Group 2, Census Tract 4356.01, Alameda County, California",0,0,58,53,0,44,0,0,12,0,0,0,0,0,0,7,220,185,25,69,0,0,0,62,7,0,0,0,0,51,30,19,54,57,0,96,235,394,336,1147,1186,"06","001","435601","2"
"Block Group 1, Census Tract 4356.02, Alameda County, California",17,0,18,0,0,0,0,0,11,0,0,66,0,29,75,18,159,112,34,8,0,11,0,8,0,29,0,0,0,11,26,0,41,29,0,8,430,42,109,602,1142,"06","001","435602","1"
"Block Group 2, Census Tract 4356.02, Alameda County, California",0,0,17,0,0,8,0,25,0,17,0,0,0,0,118,6,0,45,23,32,0,8,0,0,0,8,0,0,0,14,24,10,9,70,0,60,227,154,67,476,551,"06","001","435602","2"
"Block Group 3, Census Tract 4356.02, Alameda County, California",9,0,9,2,8,0,0,9,0,0,0,0,24,20,56,37,9,78,17,0,18,0,9,0,0,30,0,0,0,24,74,42,10,124,0,0,408,166,264,841,629,"06","001","435602","3"
"Block Group 4, Census Tract 4356.02, Alameda County, California",20,0,8,0,0,0,0,0,0,0,0,6,26,0,40,54,60,62,10,9,0,0,0,0,22,23,10,0,8,0,28,8,20,76,0,31,499,94,144,770,482,"06","001","435602","4"
"Block Group 1, Census Tract 4028, Alameda County, California",52,97,41,0,52,10,0,12,0,17,0,23,0,0,60,110,15,36,18,19,21,0,10,0,58,44,25,0,0,20,0,0,11,7,0,0,532,687,173,1425,224,"06","001","402800","1"
"Block Group 2, Census Tract 4028, Alameda County, California",124,134,164,0,22,39,52,39,0,36,0,55,34,8,119,75,51,30,118,43,19,27,23,75,0,56,12,0,0,0,18,20,27,72,0,23,676,1064,565,2467,139,"06","001","402800","2"
"Block Group 1, Census Tract 4044, Alameda County, California",155,62,142,0,29,40,33,33,0,0,0,18,13,0,46,29,0,14,99,137,157,13,14,45,13,79,0,0,15,13,0,73,0,32,0,0,1326,39,477,1902,111,"06","001","404400","1"
"Block Group 3, Census Tract 4044, Alameda County, California",54,56,101,17,30,27,30,17,0,16,0,25,0,0,99,48,17,13,86,63,27,16,48,15,0,118,0,0,0,10,0,28,55,13,0,0,1205,15,189,1511,126,"06","001","404400","3"
"Block Group 2, Census Tract 4044, Alameda County, California",18,90,46,0,42,64,14,34,0,0,0,0,0,0,48,72,13,43,154,31,18,14,0,35,28,26,20,0,0,11,0,81,24,75,0,0,1139,82,280,1670,105,"06","001","404400","2"
"Block Group 2, Census Tract 4009, Alameda County, California",55,23,46,9,10,0,9,13,9,0,0,59,34,17,28,32,21,25,53,9,26,6,0,56,32,8,9,0,8,32,0,23,0,26,0,0,594,232,90,973,102,"06","001","400900","2"
"Block Group 1, Census Tract 4009, Alameda County, California",8,0,38,0,0,18,8,17,7,0,0,13,31,0,55,65,58,33,50,43,9,0,10,48,0,19,0,13,0,8,24,17,18,106,0,31,425,543,57,1132,187,"06","001","400900","1"
"Block Group 1, Census Tract 4026, Alameda County, California",24,10,22,8,0,16,4,0,4,5,0,17,5,39,21,5,20,43,18,4,4,6,0,50,34,39,6,0,0,21,0,25,34,62,0,32,162,320,574,1089,152,"06","001","402600","1"
"Block Group 2, Census Tract 4042, Alameda County, California",48,63,24,9,16,31,20,19,0,12,0,0,12,15,48,14,0,58,67,40,0,13,26,14,32,54,0,0,0,0,0,33,19,15,0,0,1096,76,107,1292,52,"06","001","404200","2"
"Block Group 3, Census Tract 4042, Alameda County, California",46,65,54,0,16,18,0,0,0,0,0,8,0,0,8,25,20,38,41,20,8,2,14,28,27,26,0,0,0,0,0,12,40,9,0,4,675,133,226,1084,122,"06","001","404200","3"
"Block Group 1, Census Tract 4042, Alameda County, California",76,28,57,6,19,0,0,26,0,0,0,0,0,0,80,0,0,9,40,31,24,6,28,9,0,21,0,0,0,0,0,0,16,18,0,8,749,40,65,1030,20,"06","001","404200","1"
"Block Group 1, Census Tract 4007, Alameda County, California",62,0,64,0,0,0,17,0,0,0,0,42,0,11,34,23,27,29,59,16,24,8,0,83,16,0,8,0,9,20,0,21,15,55,0,0,337,386,105,893,157,"06","001","400700","1"
"Block Group 2, Census Tract 4007, Alameda County, California",20,18,66,0,0,85,48,7,0,0,0,92,0,25,97,9,32,4,30,9,15,17,0,32,46,23,9,13,0,18,0,26,6,57,0,22,719,839,0,1624,75,"06","001","400700","2"
"Block Group 3, Census Tract 4007, Alameda County, California",25,0,82,0,0,48,0,31,0,0,0,32,65,0,24,36,49,140,39,8,21,0,0,37,8,21,0,0,0,34,0,22,24,20,0,0,268,171,65,556,501,"06","001","400700","3"
"Block Group 4, Census Tract 4007, Alameda County, California",63,7,35,0,0,22,17,7,0,0,0,7,0,8,49,0,12,65,40,0,11,0,0,26,6,29,9,0,0,0,0,8,73,45,0,0,492,283,30,907,124,"06","001","400700","4"
"Block Group 1, Census Tract 4027, Alameda County, California",41,17,40,0,0,10,19,9,5,0,0,9,6,24,19,26,17,0,36,51,14,5,0,11,0,0,0,0,0,49,5,28,17,25,0,28,219,259,142,650,91,"06","001","402700","1"
"Block Group 2, Census Tract 4027, Alameda County, California",40,5,31,0,5,11,0,5,7,22,0,31,5,5,35,46,41,70,55,23,15,26,0,10,0,16,19,0,0,5,4,34,36,33,0,0,254,479,65,847,238,"06","001","402700","2"
"Block Group 1, Census Tract 4029, Alameda County, California",24,0,81,22,5,16,33,6,12,0,0,22,13,40,28,16,32,85,42,41,31,6,0,18,15,34,5,5,0,15,34,8,19,46,0,15,332,218,532,1200,217,"06","001","402900","1"
"Block Group 2, Census Tract 4034, Alameda County, California",36,71,36,14,6,13,0,0,14,12,0,31,18,0,14,16,57,44,66,10,48,26,0,39,27,40,12,0,0,48,33,0,0,25,0,0,278,208,464,1003,114,"06","001","403400","2"
"Block Group 3, Census Tract 4034, Alameda County, California",36,12,32,0,25,0,0,0,0,17,0,33,0,0,38,45,13,0,15,62,44,0,38,41,50,52,0,0,0,0,0,12,17,0,0,0,357,111,247,797,103,"06","001","403400","3"
"Block Group 1, Census Tract 4034, Alameda County, California",41,62,108,11,14,0,14,0,0,0,0,14,0,25,0,0,25,0,14,27,14,15,35,14,14,33,0,0,0,0,0,0,42,17,0,0,745,99,97,991,53,"06","001","403400","1"
"Block Group 4, Census Tract 4034, Alameda County, California",60,40,160,13,0,33,0,13,0,0,0,81,30,36,45,12,13,60,14,39,26,0,12,76,13,2,26,0,0,0,41,47,6,65,0,0,435,433,369,1281,59,"06","001","403400","4"
"Block Group 2, Census Tract 4046, Alameda County, California",48,18,40,0,0,42,0,0,0,21,0,0,0,0,23,12,0,0,52,7,7,5,24,9,10,30,0,0,0,0,0,18,19,0,0,0,508,61,67,684,34,"06","001","404600","2"
"Block Group 3, Census Tract 4046, Alameda County, California",67,14,61,0,0,18,9,14,0,5,11,9,0,0,92,0,5,39,63,38,13,4,31,66,32,32,0,0,0,0,0,0,10,8,0,4,872,47,75,1178,25,"06","001","404600","3"
"Block Group 1, Census Tract 4046, Alameda County, California",78,26,48,0,9,6,21,24,0,0,0,0,0,0,0,28,25,56,45,29,19,13,9,18,26,0,0,0,0,0,0,3,22,48,9,0,669,49,231,1005,48,"06","001","404600","1"
"Block Group 4, Census Tract 4046, Alameda County, California",122,35,18,28,32,24,36,0,0,0,0,20,0,21,12,19,10,29,100,41,20,9,0,17,58,28,0,0,0,0,0,19,24,48,0,0,1181,86,224,1555,15,"06","001","404600","4"
"Block Group 3, Census Tract 4062.01, Alameda County, California",52,0,15,0,0,19,0,0,8,15,0,67,96,51,25,58,106,69,62,0,0,33,0,12,0,16,9,0,0,92,0,2,71,0,0,45,143,425,272,969,955,"06","001","406201","3"
"Block Group 4, Census Tract 4062.01, Alameda County, California",14,0,16,0,0,0,0,7,0,7,0,50,0,0,0,15,13,29,0,8,0,8,0,7,0,0,23,0,0,7,10,0,8,42,0,25,52,100,150,335,333,"06","001","406201","4"
"Block Group 1, Census Tract 4062.01, Alameda County, California",0,0,13,0,0,0,0,0,0,0,0,19,0,0,32,24,71,46,10,22,0,0,0,0,0,0,0,0,0,21,0,43,7,66,0,8,104,87,311,650,337,"06","001","406201","1"
"Block Group 2, Census Tract 4062.01, Alameda County, California",7,0,0,0,0,10,16,0,0,0,0,39,9,0,42,20,18,36,0,0,14,61,16,0,0,0,20,0,0,0,25,0,56,54,0,20,15,96,265,507,313,"06","001","406201","2"
"Block Group 4, Census Tract 4068, Alameda County, California",47,0,7,0,0,0,37,0,0,0,0,13,0,11,17,8,58,77,66,22,28,5,0,20,0,13,9,0,0,0,0,68,11,63,0,36,248,198,367,875,279,"06","001","406800","4"
"Block Group 2, Census Tract 4068, Alameda County, California",24,35,8,0,39,16,14,27,0,10,0,36,0,8,20,29,6,14,88,7,7,0,13,94,33,0,0,12,0,12,0,0,69,97,0,0,305,29,449,948,110,"06","001","406800","2"
"Block Group 1, Census Tract 4068, Alameda County, California",51,0,13,0,0,24,12,0,0,0,0,9,0,0,10,6,0,0,24,20,21,0,0,32,10,16,0,0,0,0,0,9,10,0,11,0,344,29,97,498,55,"06","001","406800","1"
"Block Group 3, Census Tract 4068, Alameda County, California",11,8,57,0,12,8,9,9,0,0,0,0,6,10,32,0,35,28,29,8,31,0,19,40,0,0,0,0,0,0,7,0,9,94,0,8,315,66,270,724,124,"06","001","406800","3"
"Block Group 2, Census Tract 4078, Alameda County, California",22,7,13,0,14,24,26,4,4,0,5,5,4,0,44,21,25,0,52,82,0,20,8,15,23,16,4,0,0,0,0,0,15,56,0,26,309,350,229,1013,107,"06","001","407800","2"
"Block Group 1, Census Tract 4078, Alameda County, California",4,2,0,0,0,6,0,0,0,0,1,17,15,0,0,0,0,30,3,16,21,8,0,79,16,6,0,0,0,50,0,32,27,70,0,7,287,71,281,696,227,"06","001","407800","1"
"Block Group 3, Census Tract 4078, Alameda County, California",33,6,4,0,0,5,9,6,0,10,0,4,33,5,10,0,14,18,22,25,5,14,0,36,13,0,13,0,0,7,27,9,36,29,0,0,253,270,82,638,61,"06","001","407800","3"
"Block Group 1, Census Tract 4080, Alameda County, California",46,14,21,0,14,6,0,16,0,5,0,13,0,9,27,6,23,7,20,43,33,6,0,18,36,9,0,0,0,0,0,15,51,0,0,0,517,24,141,713,30,"06","001","408000","1"
"Block Group 2, Census Tract 4080, Alameda County, California",125,68,59,0,44,31,16,40,0,11,0,28,0,15,36,11,6,25,139,52,27,11,9,43,22,16,0,15,0,5,0,26,31,79,0,17,874,373,391,1757,262,"06","001","408000","2"
"Block Group 3, Census Tract 4082, Alameda County, California",24,16,23,0,25,0,7,0,42,93,0,0,0,0,45,0,38,59,0,32,0,0,7,0,8,10,20,18,6,0,23,0,32,57,0,0,104,677,53,928,96,"06","001","408200","3"
"Block Group 1, Census Tract 4082, Alameda County, California",93,40,50,12,13,28,28,5,0,0,0,11,0,18,66,46,23,13,58,37,50,0,13,83,7,43,0,6,0,16,10,69,22,48,21,10,564,419,104,1362,177,"06","001","408200","1"
"Block Group 2, Census Tract 4082, Alameda County, California",31,35,21,0,0,30,9,8,0,14,0,0,22,45,26,19,69,122,81,7,0,34,0,29,0,17,32,0,0,0,0,30,59,162,0,78,201,1171,60,1595,331,"06","001","408200","2"
"Block Group 1, Census Tract 4099, Alameda County, California",0,0,29,0,0,0,0,0,0,8,0,20,0,15,28,12,10,0,24,6,6,0,5,18,0,38,0,0,0,0,0,38,8,7,0,0,232,267,0,522,122,"06","001","409900","1"
"Block Group 4, Census Tract 4099, Alameda County, California",27,27,18,0,0,124,11,0,0,0,0,8,0,7,18,0,0,13,10,0,15,0,22,23,6,36,0,0,0,0,0,0,27,48,0,0,249,512,0,830,93,"06","001","409900","4"
"Block Group 3, Census Tract 4099, Alameda County, California",73,0,53,0,0,0,13,0,0,10,0,0,0,0,0,39,14,113,74,0,7,13,13,20,0,19,43,0,0,0,0,43,31,76,0,0,302,593,147,1084,115,"06","001","409900","3"
